316,Huddersfield Town,3-5-1-1,Tottenham Hotspur,3-4-2-1,0,2,2018/19,Premier League
317,Manchester City,4-3-3,Brighton and Hove Albion,4-1-4-1,2,0,2018/19,Premier League
318,Newcastle United,4-4-1-1,Leicester City,4-2-3-1,0,2,2018/19,Premier League
319,Wolverhampton Wanderers,3-4-2-1,Southampton,4-4-2,2,0,2018/19,Premier League
320,Chelsea,4-3-3,Liverpool,4-3-3,1,1,2018/19,Premier League
321,West Ham United,4-3-3,Chelsea,4-3-3,0,0,2018/19,Premier League
322,Arsenal,4-2-3-1,Everton,4-2-3-1,2,0,2018/19,Premier League
323,Fulham,4-3-3,Watford,4-2-2-2,1,1,2018/19,Premier League
324,Burnley,4-4-1-1,AFC Bournemouth,4-4-2,4,0,2018/19,Premier League
325,Cardiff City,4-4-1-1,Manchester City,4-3-3,0,5,2018/19,Premier League
326,Crystal Palace,4-3-3,Newcastle United,4-4-1-1,0,0,2018/19,Premier League
327,Leicester City,4-2-3-1,Huddersfield Town,5-4-1,3,1,2018/19,Premier League
328,Liverpool,4-2-3-1,Southampton,4-1-4-1,3,0,2018/19,Premier League
329,Manchester United,4-3-3,Wolverhampton Wanderers,3-4-2-1,1,1,2018/19,Premier League
330,Brighton and Hove Albion,4-1-4-1,Tottenham Hotspur,4-2-3-1,1,2,2018/19,Premier League
331,Southampton,4-4-2,Brighton and Hove Albion,4-1-4-1,2,2,2018/19,Premier League
332,Wolverhampton Wanderers,3-4-2-1,Burnley,4-4-2,1,0,2018/19,Premier League
333,Everton,4-2-3-1,West Ham United,4-1-4-1,1,3,2018/19,Premier League
334,Tottenham Hotspur,4-1-2-1-2,Liverpool,4-3-3,1,2,2018/19,Premier League
335,AFC Bournemouth,4-4-2,Leicester City,4-2-3-1,4,2,2018/19,Premier League
336,Chelsea,4-3-3,Cardiff City,4-4-1-1,4,1,2018/19,Premier League
337,Huddersfield Town,3-4-3,Crystal Palace,4-3-3,0,1,2018/19,Premier League
338,Manchester City,4-3-3,Fulham,4-3-3,3,0,2018/19,Premier League
339,Newcastle United,4-4-1-1,Arsenal,4-2-3-1,1,2,2018/19,Premier League
340,Watford,4-2-2-2,Manchester United,4-3-3,1,2,2018/19,Premier League
341,Cardiff City,4-4-2,Arsenal,4-2-3-1,2,3,2018/19,Premier League
342,Burnley,4-4-1-1,Manchester United,4-3-3,0,2,2018/19,Premier League
343,Watford,4-2-2-2,Tottenham Hotspur,3-1-4-2,2,1,2018/19,Premier League
344,Leicester City,4-2-3-1,Liverpool,4-3-3,1,2,2018/19,Premier League
345,Brighton and Hove Albion,4-4-1-1,Fulham,4-3-3,2,2,2018/19,Premier League
346,Chelsea,4-3-3,AFC Bournemouth,3-4-3,2,0,2018/19,Premier League
347,Crystal Palace,4-4-2,Southampton,4-4-2,0,2,2018/19,Premier League
348,Everton,4-2-3-1,Huddersfield Town,5-4-1,1,1,2018/19,Premier League
349,West Ham United,4-2-3-1,Wolverhampton Wanderers,3-4-2-1,0,1,2018/19,Premier League
350,Manchester City,4-1-3-2,Newcastle United,5-4-1,2,1,2018/19,Premier League
351,Manchester United,3-5-1-1,Tottenham Hotspur,4-1-2-1-2,0,3,2018/19,Premier League
352,Watford,4-2-2-2,Crystal Palace,4-4-2,2,1,2018/19,Premier League
353,Fulham,4-3-3,Burnley,4-4-1-1,4,2,2018/19,Premier League
354,Newcastle United,5-4-1,Chelsea,4-3-3,1,2,2018/19,Premier League
355,Wolverhampton Wanderers,3-4-2-1,Manchester City,4-3-3,1,1,2018/19,Premier League
356,AFC Bournemouth,4-4-2,Everton,4-4-1-1,2,2,2018/19,Premier League
357,Arsenal,4-2-3-1,West Ham United,4-4-1-1,3,1,2018/19,Premier League
358,Huddersfield Town,4-2-3-1,Cardiff City,4-1-4-1,0,0,2018/19,Premier League
359,Southampton,4-4-2,Leicester City,4-2-3-1,1,2,2018/19,Premier League
360,Liverpool,4-3-3,Brighton and Hove Albion,4-5-1,1,0,2018/19,Premier League
361,Crystal Palace,4-4-2,Liverpool,4-3-3,0,2,2018/19,Premier League
362,Burnley,4-4-1-1,Watford,4-2-2-2,1,3,2018/19,Premier League
363,Manchester City,3-1-4-2,Huddersfield Town,4-4-2,6,1,2018/19,Premier League
364,Brighton and Hove Albion,4-4-1-1,Manchester United,4-3-3,3,2,2018/19,Premier League
365,Cardiff City,4-3-3,Newcastle United,4-4-1-1,0,0,2018/19,Premier League
366,Everton,4-2-3-1,Southampton,4-4-2,2,1,2018/19,Premier League
367,Leicester City,4-2-3-1,Wolverhampton Wanderers,3-4-2-1,2,0,2018/19,Premier League
368,Tottenham Hotspur,3-1-4-2,Fulham,4-3-3,3,1,2018/19,Premier League
369,West Ham United,4-4-2,AFC Bournemouth,4-4-2,1,2,2018/19,Premier League
370,Chelsea,4-3-3,Arsenal,4-2-3-1,3,2,2018/19,Premier League
371,Liverpool,4-3-3,West Ham United,4-2-3-1,4,0,2018/19,Premier League
372,Southampton,3-4-2-1,Burnley,4-4-1-1,0,0,2018/19,Premier League
373,Arsenal,4-2-3-1,Manchester City,4-2-3-1,0,2,2018/19,Premier League
374,Newcastle United,4-4-1-1,Tottenham Hotspur,4-3-2-1,1,2,2018/19,Premier League
375,AFC Bournemouth,4-4-2,Cardiff City,4-1-4-1,2,0,2018/19,Premier League
376,Fulham,4-3-3,Crystal Palace,4-4-2,0,2,2018/19,Premier League
377,Huddersfield Town,3-5-1-1,Chelsea,4-3-3,0,3,2018/19,Premier League
378,Watford,4-2-2-2,Brighton and Hove Albion,4-4-1-1,2,0,2018/19,Premier League
379,Wolverhampton Wanderers,3-4-3,Everton,4-2-3-1,2,2,2018/19,Premier League
380,Manchester United,4-3-3,Leicester City,4-2-3-1,2,1,2018/19,Premier League
381,Burnley,4-4-1-1,AFC Bournemouth,3-4-2-1,1,2,2017/18,Premier League
382,Crystal Palace,4-4-2,West Bromwich Albion,4-4-1-1,2,0,2017/18,Premier League
383,Huddersfield Town,5-3-2,Arsenal,4-3-3,0,1,2017/18,Premier League
384,Liverpool,4-4-1-1,Brighton and Hove Albion,4-2-3-1,4,0,2017/18,Premier League
385,Manchester United,4-3-3,Watford,4-1-4-1,1,0,2017/18,Premier League
386,Newcastle United,4-2-3-1,Chelsea,3-5-1-1,3,0,2017/18,Premier League
387,Southampton,5-4-1,Manchester City,4-3-3,0,1,2017/18,Premier League
388,Swansea City,4-4-2,Stoke City,4-3-3,1,2,2017/18,Premier League
389,Tottenham Hotspur,4-2-3-1,Leicester City,4-2-3-1,5,4,2017/18,Premier League
390,West Ham United,3-4-2-1,Everton,3-1-4-2,3,1,2017/18,Premier League
391,West Ham United,3-4-2-1,Manchester United,5-3-2,0,0,2017/18,Premier League
392,Chelsea,3-4-2-1,Huddersfield Town,5-3-2,1,1,2017/18,Premier League
393,Leicester City,4-4-2,Arsenal,4-3-3,3,1,2017/18,Premier League
394,Manchester City,4-3-3,Brighton and Hove Albion,4-5-1,3,1,2017/18,Premier League
395,Tottenham Hotspur,4-2-3-1,Newcastle United,4-2-3-1,1,0,2017/18,Premier League
396,Swansea City,3-4-2-1,Southampton,3-4-2-1,0,1,2017/18,Premier League
397,Manchester City,4-3-3,Huddersfield Town,5-3-2,0,0,2017/18,Premier League
398,Arsenal,4-3-3,Burnley,4-4-1-1,5,0,2017/18,Premier League
399,Chelsea,3-5-1-1,Liverpool,4-3-3,1,0,2017/18,Premier League
400,Stoke City,4-4-2,Crystal Palace,4-4-2,1,2,2017/18,Premier League
401,AFC Bournemouth,3-4-3,Swansea City,3-4-2-1,1,0,2017/18,Premier League
402,Leicester City,4-4-1-1,West Ham United,3-4-2-1,0,2,2017/18,Premier League
403,Watford,4-4-2,Newcastle United,4-4-1-1,2,1,2017/18,Premier League
404,West Bromwich Albion,4-4-1-1,Tottenham Hotspur,3-4-2-1,1,0,2017/18,Premier League
405,Everton,4-2-3-1,Southampton,3-4-2-1,1,1,2017/18,Premier League
406,Brighton and Hove Albion,4-3-3,Manchester United,4-3-3,1,0,2017/18,Premier League
407,Tottenham Hotspur,4-2-3-1,Watford,4-2-3-1,2,0,2017/18,Premier League
408,West Ham United,3-5-1-1,Manchester City,4-3-3,1,4,2017/18,Premier League
409,Manchester United,4-3-3,Arsenal,4-2-3-1,2,1,2017/18,Premier League
410,Liverpool,4-3-3,Stoke City,4-4-2,0,0,2017/18,Premier League
411,Burnley,4-4-2,Brighton and Hove Albion,4-4-1-1,0,0,2017/18,Premier League
412,Crystal Palace,4-4-2,Leicester City,4-4-1-1,5,0,2017/18,Premier League
413,Huddersfield Town,4-2-3-1,Everton,4-2-3-1,0,2,2017/18,Premier League
414,Newcastle United,4-4-1-1,West Bromwich Albion,4-4-1-1,0,1,2017/18,Premier League
415,Southampton,3-4-3,AFC Bournemouth,3-4-3,2,1,2017/18,Premier League
416,Swansea City,3-4-2-1,Chelsea,3-5-1-1,0,1,2017/18,Premier League
417,Everton,4-3-3,Newcastle United,4-4-1-1,1,0,2017/18,Premier League
418,Arsenal,4-3-3,West Ham United,3-4-2-1,4,1,2017/18,Premier League
419,Stoke City,4-4-2,Burnley,4-4-2,1,1,2017/18,Premier League
420,Manchester City,4-3-3,Swansea City,5-4-1,5,0,2017/18,Premier League
421,West Bromwich Albion,4-4-1-1,Liverpool,4-3-3,2,2,2017/18,Premier League
422,Watford,4-4-2,Crystal Palace,4-4-2,0,0,2017/18,Premier League
423,Burnley,4-4-2,Chelsea,3-5-2,1,2,2017/18,Premier League
424,Leicester City,4-4-1-1,Southampton,3-4-2-1,0,0,2017/18,Premier League
425,AFC Bournemouth,4-4-1-1,Manchester United,4-3-3,0,2,2017/18,Premier League
426,Brighton and Hove Albion,4-4-1-1,Tottenham Hotspur,4-2-3-1,1,1,2017/18,Premier League
427,West Ham United,3-4-2-1,Stoke City,4-4-1-1,1,1,2017/18,Premier League
428,Newcastle United,4-4-1-1,Arsenal,4-3-3,2,1,2017/18,Premier League
429,Manchester United,4-3-3,West Bromwich Albion,4-4-1-1,0,1,2017/18,Premier League
430,Southampton,3-4-2-1,Chelsea,3-4-2-1,2,3,2017/18,Premier League
431,Burnley,4-4-2,Leicester City,4-4-1-1,2,1,2017/18,Premier League
432,Crystal Palace,4-4-2,Brighton and Hove Albion,4-3-3,3,2,2017/18,Premier League
433,Huddersfield Town,4-2-3-1,Watford,4-2-3-1,1,0,2017/18,Premier League
434,Swansea City,4-4-2,Everton,4-2-3-1,1,1,2017/18,Premier League
435,Liverpool,4-3-3,AFC Bournemouth,5-4-1,3,0,2017/18,Premier League
436,Tottenham Hotspur,4-2-3-1,Manchester City,4-3-3,1,3,2017/18,Premier League
437,Arsenal,4-2-3-1,Southampton,3-4-2-1,3,2,2017/18,Premier League
438,Chelsea,3-4-2-1,West Ham United,3-4-2-1,1,1,2017/18,Premier League
439,Everton,4-3-3,Liverpool,4-3-3,0,0,2017/18,Premier League
440,AFC Bournemouth,4-4-1-1,Crystal Palace,4-4-2,2,2,2017/18,Premier League
441,Brighton and Hove Albion,4-4-1-1,Huddersfield Town,4-4-1-1,1,1,2017/18,Premier League
442,Leicester City,4-2-3-1,Newcastle United,4-4-1-1,1,2,2017/18,Premier League
443,Stoke City,4-4-1-1,Tottenham Hotspur,4-2-3-1,1,2,2017/18,Premier League
444,Watford,4-2-3-1,Burnley,4-4-2,1,2,2017/18,Premier League
445,West Bromwich Albion,4-4-2,Swansea City,5-4-1,1,1,2017/18,Premier League
446,Manchester City,4-3-3,Manchester United,4-3-3,2,3,2017/18,Premier League
447,Arsenal,4-2-3-1,Stoke City,4-4-1-1,3,0,2017/18,Premier League
448,Chelsea,3-4-2-1,Tottenham Hotspur,4-2-3-1,1,3,2017/18,Premier League
449,Crystal Palace,4-3-3,Liverpool,4-3-3,1,2,2017/18,Premier League
450,Brighton and Hove Albion,4-1-4-1,Leicester City,4-4-1-1,0,2,2017/18,Premier League
451,Manchester United,4-2-3-1,Swansea City,5-4-1,2,0,2017/18,Premier League
452,Newcastle United,4-4-1-1,Huddersfield Town,4-4-2,1,0,2017/18,Premier League
453,Watford,4-2-3-1,AFC Bournemouth,4-4-1-1,2,2,2017/18,Premier League
454,West Bromwich Albion,3-5-2,Burnley,4-4-2,1,2,2017/18,Premier League
455,West Ham United,3-4-2-1,Southampton,4-4-2,3,0,2017/18,Premier League
456,Everton,4-2-3-1,Manchester City,3-5-2,1,3,2017/18,Premier League
457,AFC Bournemouth,4-4-1-1,West Bromwich Albion,3-5-2,2,1,2017/18,Premier League
458,Huddersfield Town,4-2-3-1,Crystal Palace,4-3-3,0,2,2017/18,Premier League
459,Stoke City,4-3-3,Everton,4-2-3-1,1,2,2017/18,Premier League
460,Liverpool,4-3-3,Watford,3-4-3,5,0,2017/18,Premier League
461,Stoke City,4-3-3,Manchester City,4-3-3,0,2,2017/18,Premier League
462,Arsenal,4-2-3-1,Watford,4-2-3-1,3,0,2017/18,Premier League
463,AFC Bournemouth,4-4-1-1,Tottenham Hotspur,4-2-3-1,1,4,2017/18,Premier League
464,Manchester United,4-2-3-1,Liverpool,4-3-3,2,1,2017/18,Premier League
465,Everton,4-2-3-1,Brighton and Hove Albion,4-4-1-1,2,0,2017/18,Premier League
466,Huddersfield Town,4-2-3-1,Swansea City,5-4-1,0,0,2017/18,Premier League
467,Newcastle United,4-4-1-1,Southampton,4-2-3-1,3,0,2017/18,Premier League
468,West Bromwich Albion,4-3-3,Leicester City,4-2-3-1,1,4,2017/18,Premier League
469,West Ham United,3-4-2-1,Burnley,4-4-1-1,0,3,2017/18,Premier League
470,Chelsea,3-4-2-1,Crystal Palace,4-4-2,2,1,2017/18,Premier League
471,Crystal Palace,4-4-2,Manchester United,4-3-3,2,3,2017/18,Premier League
472,Brighton and Hove Albion,4-4-1-1,Arsenal,4-2-3-1,2,1,2017/18,Premier League
473,Manchester City,4-3-3,Chelsea,3-4-2-1,1,0,2017/18,Premier League
474,Burnley,4-4-1-1,Everton,4-3-3,2,1,2017/18,Premier League
475,Leicester City,4-3-3,AFC Bournemouth,4-4-1-1,1,1,2017/18,Premier League
476,Southampton,4-2-3-1,Stoke City,4-1-4-1,0,0,2017/18,Premier League
477,Swansea City,5-4-1,West Ham United,3-4-3,4,1,2017/18,Premier League
478,Tottenham Hotspur,4-2-3-1,Huddersfield Town,4-2-3-1,2,0,2017/18,Premier League
479,Watford,4-2-3-1,West Bromwich Albion,4-3-3,1,0,2017/18,Premier League
480,Liverpool,4-3-3,Newcastle United,3-4-2-1,2,0,2017/18,Premier League
481,Arsenal,4-2-3-1,Manchester City,4-3-3,0,3,2017/18,Premier League
482,Crystal Palace,4-3-3,Tottenham Hotspur,4-2-3-1,0,1,2017/18,Premier League
483,Manchester United,4-1-2-1-2,Chelsea,3-4-2-1,2,1,2017/18,Premier League
484,Leicester City,4-2-3-1,Stoke City,4-1-4-1,1,1,2017/18,Premier League
485,AFC Bournemouth,4-4-1-1,Newcastle United,4-4-1-1,2,2,2017/18,Premier League
486,Brighton and Hove Albion,4-4-1-1,Swansea City,5-4-1,4,1,2017/18,Premier League
487,Burnley,4-4-1-1,Southampton,4-2-3-1,1,1,2017/18,Premier League
488,Liverpool,4-3-3,West Ham United,3-4-2-1,4,1,2017/18,Premier League
489,West Bromwich Albion,4-4-2,Huddersfield Town,4-2-3-1,1,2,2017/18,Premier League
490,Watford,4-2-3-1,Everton,4-3-3,1,0,2017/18,Premier League
491,Chelsea,3-4-2-1,West Bromwich Albion,5-3-2,3,0,2017/18,Premier League
492,Huddersfield Town,4-2-3-1,AFC Bournemouth,3-4-2-1,4,1,2017/18,Premier League
493,Newcastle United,4-4-1-1,Manchester United,4-2-3-1,1,0,2017/18,Premier League
494,Southampton,4-2-3-1,Liverpool,4-3-3,0,2,2017/18,Premier League
495,Tottenham Hotspur,4-2-3-1,Arsenal,4-3-3,1,0,2017/18,Premier League
496,Everton,4-3-3,Crystal Palace,4-3-3,3,1,2017/18,Premier League
497,Stoke City,4-3-3,Brighton and Hove Albion,4-4-1-1,1,1,2017/18,Premier League
498,Swansea City,5-4-1,Burnley,4-4-2,1,0,2017/18,Premier League
499,West Ham United,3-4-3,Watford,3-4-3,2,0,2017/18,Premier League
500,Manchester City,4-3-3,Leicester City,3-5-2,5,1,2017/18,Premier League
501,Watford,3-4-2-1,Chelsea,3-4-2-1,4,1,2017/18,Premier League
502,Crystal Palace,4-4-2,Newcastle United,4-4-1-1,1,1,2017/18,Premier League
503,Liverpool,4-3-3,Tottenham Hotspur,4-1-2-1-2,2,2,2017/18,Premier League
504,Burnley,4-4-2,Manchester City,4-3-3,1,1,2017/18,Premier League
505,AFC Bournemouth,3-4-2-1,Stoke City,4-3-3,2,1,2017/18,Premier League
506,Brighton and Hove Albion,4-4-1-1,West Ham United,3-4-2-1,3,1,2017/18,Premier League
507,Leicester City,4-4-2,Swansea City,5-4-1,1,1,2017/18,Premier League
508,Manchester United,4-2-3-1,Huddersfield Town,4-1-4-1,2,0,2017/18,Premier League
509,West Bromwich Albion,4-4-2,Southampton,4-2-3-1,2,3,2017/18,Premier League
510,Arsenal,4-2-3-1,Everton,3-4-3,5,1,2017/18,Premier League
511,Chelsea,3-4-2-1,AFC Bournemouth,3-4-3,0,3,2017/18,Premier League
512,Everton,4-2-3-1,Leicester City,4-2-3-1,2,1,2017/18,Premier League
513,Newcastle United,4-4-1-1,Burnley,4-4-1-1,1,1,2017/18,Premier League
514,Southampton,4-2-3-1,Brighton and Hove Albion,4-4-1-1,1,1,2017/18,Premier League
515,Manchester City,4-3-3,West Bromwich Albion,4-4-1-1,3,0,2017/18,Premier League
516,Stoke City,4-2-3-1,Watford,4-3-3,0,0,2017/18,Premier League
517,Tottenham Hotspur,4-2-3-1,Manchester United,4-2-3-1,2,0,2017/18,Premier League
518,Swansea City,5-4-1,Arsenal,4-3-3,3,1,2017/18,Premier League
519,West Ham United,3-4-2-1,Crystal Palace,4-4-2,1,1,2017/18,Premier League
520,Huddersfield Town,5-3-2,Liverpool,4-3-3,0,3,2017/18,Premier League
521,Swansea City,5-4-1,Liverpool,4-2-3-1,1,0,2017/18,Premier League
522,Southampton,4-2-3-1,Tottenham Hotspur,4-2-3-1,1,1,2017/18,Premier League
523,Brighton and Hove Albion,5-3-2,Chelsea,3-4-3,0,4,2017/18,Premier League
524,Arsenal,4-1-4-1,Crystal Palace,4-4-2,4,1,2017/18,Premier League
525,Burnley,4-4-1-1,Manchester United,4-3-3,0,1,2017/18,Premier League
526,Everton,4-2-3-1,West Bromwich Albion,4-4-2,1,1,2017/18,Premier League
527,Leicester City,4-4-1-1,Watford,4-2-3-1,2,0,2017/18,Premier League
528,Stoke City,4-2-3-1,Huddersfield Town,4-2-3-1,2,0,2017/18,Premier League
529,West Ham United,3-5-1-1,AFC Bournemouth,3-4-3,1,1,2017/18,Premier League
530,Manchester City,4-3-3,Newcastle United,5-4-1,3,1,2017/18,Premier League
531,Manchester United,4-2-3-1,Stoke City,4-2-3-1,3,0,2017/18,Premier League
532,AFC Bournemouth,3-4-2-1,Arsenal,3-4-2-1,2,1,2017/18,Premier League
533,Liverpool,4-3-3,Manchester City,4-3-3,4,3,2017/18,Premier League
534,Chelsea,3-5-1-1,Leicester City,4-4-1-1,0,0,2017/18,Premier League
535,Crystal Palace,4-4-2,Burnley,4-2-3-1,1,0,2017/18,Premier League
536,Huddersfield Town,4-2-3-1,West Ham United,3-5-1-1,1,4,2017/18,Premier League
537,Newcastle United,4-2-3-1,Swansea City,4-4-2,1,1,2017/18,Premier League
538,Watford,4-2-3-1,Southampton,4-2-3-1,2,2,2017/18,Premier League
539,West Bromwich Albion,4-4-2,Brighton and Hove Albion,4-4-1-1,2,0,2017/18,Premier League
540,Tottenham Hotspur,4-2-3-1,Everton,4-2-3-1,4,0,2017/18,Premier League
541,Tottenham Hotspur,4-2-3-1,West Ham United,3-5-1-1,1,1,2017/18,Premier League
542,Arsenal,3-4-2-1,Chelsea,3-5-1-1,2,2,2017/18,Premier League
543,Southampton,4-2-3-1,Crystal Palace,4-2-3-1,1,2,2017/18,Premier League
544,Swansea City,5-3-2,Tottenham Hotspur,4-2-3-1,0,2,2017/18,Premier League
545,West Ham United,3-4-2-1,West Bromwich Albion,4-2-3-1,2,1,2017/18,Premier League
546,Manchester City,4-3-3,Watford,4-2-3-1,3,1,2017/18,Premier League
547,Brighton and Hove Albion,4-4-1-1,AFC Bournemouth,4-4-2,2,2,2017/18,Premier League
548,Burnley,4-4-1-1,Liverpool,4-2-3-1,1,2,2017/18,Premier League
549,Leicester City,4-4-2,Huddersfield Town,4-2-3-1,3,0,2017/18,Premier League
550,Stoke City,4-3-3,Newcastle United,4-2-3-1,0,1,2017/18,Premier League
551,Everton,4-2-3-1,Manchester United,4-3-3,0,2,2017/18,Premier League
552,Crystal Palace,4-3-3,Manchester City,4-3-3,0,0,2017/18,Premier League
553,West Bromwich Albion,5-3-2,Arsenal,3-4-2-1,1,1,2017/18,Premier League
554,AFC Bournemouth,4-4-1-1,Everton,4-3-3,2,1,2017/18,Premier League
555,Chelsea,3-4-3,Stoke City,4-2-3-1,5,0,2017/18,Premier League
556,Huddersfield Town,4-2-3-1,Burnley,4-4-1-1,0,0,2017/18,Premier League
557,Liverpool,4-3-3,Leicester City,4-4-1-1,2,1,2017/18,Premier League
558,Newcastle United,4-4-2,Brighton and Hove Albion,4-4-1-1,0,0,2017/18,Premier League
559,Watford,4-2-3-1,Swansea City,4-2-2-2,1,2,2017/18,Premier League
560,Manchester United,4-2-3-1,Southampton,4-2-3-1,0,0,2017/18,Premier League
561,Crystal Palace,4-4-2,Arsenal,3-4-2-1,2,3,2017/18,Premier League
562,Newcastle United,5-4-1,Manchester City,4-3-3,0,1,2017/18,Premier League
563,Tottenham Hotspur,4-2-3-1,Southampton,4-1-4-1,5,2,2017/18,Premier League
564,AFC Bournemouth,4-4-1-1,West Ham United,3-4-2-1,3,3,2017/18,Premier League
565,Chelsea,3-5-1-1,Brighton and Hove Albion,4-5-1,2,0,2017/18,Premier League
566,Huddersfield Town,4-2-3-1,Stoke City,4-2-3-1,1,1,2017/18,Premier League
567,Manchester United,4-2-3-1,Burnley,4-1-4-1,2,2,2017/18,Premier League
568,Watford,4-3-3,Leicester City,4-2-3-1,2,1,2017/18,Premier League
569,West Bromwich Albion,4-4-2,Everton,3-1-4-2,0,0,2017/18,Premier League
570,Liverpool,4-3-3,Swansea City,4-5-1,5,0,2017/18,Premier League
571,Everton,4-1-4-1,Chelsea,3-4-2-1,0,0,2017/18,Premier League
572,Brighton and Hove Albion,4-4-1-1,Watford,4-2-3-1,1,0,2017/18,Premier League
573,Manchester City,4-3-3,AFC Bournemouth,3-4-2-1,4,0,2017/18,Premier League
574,Southampton,4-2-3-1,Huddersfield Town,4-2-3-1,1,1,2017/18,Premier League
575,Stoke City,4-2-3-1,West Bromwich Albion,4-4-2,3,1,2017/18,Premier League
576,Swansea City,4-3-3,Crystal Palace,4-4-2,1,1,2017/18,Premier League
577,West Ham United,3-4-2-1,Newcastle United,4-4-2,2,3,2017/18,Premier League
578,Burnley,4-4-1-1,Tottenham Hotspur,4-2-3-1,0,3,2017/18,Premier League
579,Leicester City,4-2-3-1,Manchester United,4-2-3-1,2,2,2017/18,Premier League
580,Arsenal,4-2-3-1,Liverpool,4-2-3-1,3,3,2017/18,Premier League
581,Everton,4-2-3-1,Swansea City,4-3-3,3,1,2017/18,Premier League
582,West Bromwich Albion,4-3-3,Manchester United,4-2-3-1,1,2,2017/18,Premier League
583,AFC Bournemouth,4-4-1-1,Liverpool,4-3-3,0,4,2017/18,Premier League
584,Leicester City,4-2-3-1,Crystal Palace,4-4-2,0,3,2017/18,Premier League
585,Arsenal,4-3-3,Newcastle United,4-4-2,1,0,2017/18,Premier League
586,Brighton and Hove Albion,4-2-3-1,Burnley,4-4-1-1,0,0,2017/18,Premier League
587,Chelsea,3-4-2-1,Southampton,3-4-2-1,1,0,2017/18,Premier League
588,Watford,3-4-2-1,Huddersfield Town,4-4-2,1,4,2017/18,Premier League
589,Stoke City,4-4-2,West Ham United,3-4-1-2,0,3,2017/18,Premier League
590,Manchester City,4-3-3,Tottenham Hotspur,4-1-2-1-2,4,1,2017/18,Premier League
591,Newcastle United,4-2-3-1,Everton,4-2-3-1,0,1,2017/18,Premier League
592,Southampton,4-2-3-1,Leicester City,4-2-3-1,1,4,2017/18,Premier League
593,Swansea City,4-5-1,Manchester City,4-3-3,0,4,2017/18,Premier League
594,Liverpool,4-4-2,West Bromwich Albion,4-5-1,0,0,2017/18,Premier League
595,Manchester United,4-2-3-1,AFC Bournemouth,4-4-1-1,1,0,2017/18,Premier League
596,Tottenham Hotspur,4-2-3-1,Brighton and Hove Albion,4-5-1,2,0,2017/18,Premier League
597,West Ham United,5-3-2,Arsenal,4-3-3,0,0,2017/18,Premier League
598,Burnley,4-4-1-1,Stoke City,4-4-2,1,0,2017/18,Premier League
599,Crystal Palace,4-4-2,Watford,3-4-2-1,2,1,2017/18,Premier League
600,Huddersfield Town,4-5-1,Chelsea,3-4-2-1,1,3,2017/18,Premier League
601,Southampton,4-2-3-1,Arsenal,3-4-2-1,1,1,2017/18,Premier League
602,Liverpool,4-3-3,Everton,4-4-2,1,1,2017/18,Premier League
603,Manchester United,4-2-3-1,Manchester City,4-3-3,1,2,2017/18,Premier League
604,West Ham United,3-4-2-1,Chelsea,3-5-1-1,1,0,2017/18,Premier League
605,Burnley,4-2-3-1,Watford,4-2-3-1,1,0,2017/18,Premier League
606,Crystal Palace,4-4-2,AFC Bournemouth,4-4-1-1,2,2,2017/18,Premier League
607,Huddersfield Town,4-2-3-1,Brighton and Hove Albion,4-4-1-1,2,0,2017/18,Premier League
608,Swansea City,4-3-3,West Bromwich Albion,4-4-2,1,0,2017/18,Premier League
609,Tottenham Hotspur,4-2-3-1,Stoke City,3-4-3,5,1,2017/18,Premier League
610,Newcastle United,4-4-1-1,Leicester City,4-4-1-1,2,3,2017/18,Premier League
611,AFC Bournemouth,4-4-1-1,Southampton,4-2-3-1,1,1,2017/18,Premier League
612,Manchester City,4-3-3,West Ham United,3-5-1-1,2,1,2017/18,Premier League
613,Chelsea,3-5-1-1,Newcastle United,3-4-2-1,3,1,2017/18,Premier League
614,Brighton and Hove Albion,4-4-1-1,Liverpool,3-5-1-1,1,5,2017/18,Premier League
615,Everton,4-1-4-1,Huddersfield Town,4-2-3-1,2,0,2017/18,Premier League
616,Leicester City,4-4-1-1,Burnley,4-4-1-1,1,0,2017/18,Premier League
617,Stoke City,4-4-2,Swansea City,4-1-2-1-2,2,1,2017/18,Premier League
618,Watford,3-4-2-1,Tottenham Hotspur,4-2-3-1,1,1,2017/18,Premier League
619,West Bromwich Albion,4-3-3,Crystal Palace,4-4-2,0,0,2017/18,Premier League
620,Arsenal,3-4-2-1,Manchester United,3-4-1-2,1,3,2017/18,Premier League
621,AFC Bournemouth,4-4-1-1,Burnley,4-4-1-1,1,2,2017/18,Premier League
622,Arsenal,3-4-2-1,Huddersfield Town,3-4-2-1,5,0,2017/18,Premier League
623,Chelsea,3-4-2-1,Swansea City,4-3-1-2,1,0,2017/18,Premier League
624,Everton,4-1-4-1,West Ham United,4-1-4-1,4,0,2017/18,Premier League
625,Manchester City,4-3-3,Southampton,5-4-1,2,1,2017/18,Premier League
626,Stoke City,3-4-2-1,Liverpool,4-2-3-1,0,3,2017/18,Premier League
627,Brighton and Hove Albion,4-4-1-1,Crystal Palace,4-4-2,0,0,2017/18,Premier League
628,Leicester City,4-4-1-1,Tottenham Hotspur,3-5-2,2,1,2017/18,Premier League
629,Watford,3-5-2,Manchester United,3-4-2-1,2,4,2017/18,Premier League
630,West Bromwich Albion,3-5-2,Newcastle United,4-2-3-1,2,2,2017/18,Premier League
