631,Southampton,4-2-3-1,Everton,4-4-2,4,1,2017/18,Premier League
632,Burnley,4-4-1-1,Arsenal,3-4-2-1,0,1,2017/18,Premier League
633,Huddersfield Town,4-5-1,Manchester City,4-3-3,1,2,2017/18,Premier League
634,Crystal Palace,4-4-2,Stoke City,3-4-2-1,2,1,2017/18,Premier League
635,Manchester United,4-2-3-1,Brighton and Hove Albion,4-5-1,1,0,2017/18,Premier League
636,Newcastle United,4-4-2,Watford,3-4-2-1,0,3,2017/18,Premier League
637,Swansea City,4-1-2-1-2,AFC Bournemouth,4-4-1-1,0,0,2017/18,Premier League
638,Tottenham Hotspur,3-5-2,West Bromwich Albion,3-5-2,1,1,2017/18,Premier League
639,Liverpool,4-3-3,Chelsea,3-5-1-1,1,1,2017/18,Premier League
640,West Ham United,4-2-3-1,Leicester City,4-4-1-1,1,1,2017/18,Premier League
641,Brighton and Hove Albion,4-4-1-1,Stoke City,3-4-2-1,2,2,2017/18,Premier League
642,Watford,3-4-2-1,West Ham United,4-3-3,2,0,2017/18,Premier League
643,Arsenal,3-4-2-1,Tottenham Hotspur,3-5-2,2,0,2017/18,Premier League
644,AFC Bournemouth,4-4-1-1,Huddersfield Town,4-2-3-1,4,0,2017/18,Premier League
645,Burnley,4-4-1-1,Swansea City,4-3-3,2,0,2017/18,Premier League
646,Crystal Palace,4-4-2,Everton,4-3-3,2,2,2017/18,Premier League
647,Leicester City,4-4-1-1,Manchester City,4-3-3,0,2,2017/18,Premier League
648,Liverpool,4-3-3,Southampton,4-2-3-1,3,0,2017/18,Premier League
649,West Bromwich Albion,3-5-2,Chelsea,3-5-1-1,0,4,2017/18,Premier League
650,Manchester United,4-2-3-1,Newcastle United,4-4-2,4,1,2017/18,Premier League
651,Tottenham Hotspur,3-5-1-1,Crystal Palace,4-4-2,1,0,2017/18,Premier League
652,Manchester City,4-3-3,Arsenal,3-4-2-1,3,1,2017/18,Premier League
653,Chelsea,3-1-4-2,Manchester United,3-4-1-2,1,0,2017/18,Premier League
654,Everton,4-3-3,Watford,4-3-3,3,2,2017/18,Premier League
655,Stoke City,3-4-2-1,Leicester City,4-4-1-1,2,2,2017/18,Premier League
656,Huddersfield Town,4-4-1-1,West Bromwich Albion,3-5-2,1,0,2017/18,Premier League
657,Newcastle United,4-4-2,AFC Bournemouth,4-4-2,0,1,2017/18,Premier League
658,Southampton,4-2-3-1,Burnley,4-4-1-1,0,1,2017/18,Premier League
659,Swansea City,4-3-3,Brighton and Hove Albion,4-4-2,0,1,2017/18,Premier League
660,West Ham United,3-4-2-1,Liverpool,4-2-2-2,1,4,2017/18,Premier League
661,Burnley,4-4-1-1,Newcastle United,4-2-3-1,1,0,2017/18,Premier League
662,Brighton and Hove Albion,4-4-1-1,Southampton,4-1-4-1,1,1,2017/18,Premier League
663,Leicester City,4-4-1-1,Everton,4-4-1-1,2,0,2017/18,Premier League
664,Manchester United,3-4-1-2,Tottenham Hotspur,3-5-1-1,1,0,2017/18,Premier League
665,Arsenal,3-4-2-1,Swansea City,3-5-2,2,1,2017/18,Premier League
666,Crystal Palace,4-4-2,West Ham United,3-5-2,2,2,2017/18,Premier League
667,Liverpool,4-3-3,Huddersfield Town,4-5-1,3,0,2017/18,Premier League
668,Watford,4-2-3-1,Stoke City,3-4-2-1,0,1,2017/18,Premier League
669,West Bromwich Albion,3-5-2,Manchester City,4-3-3,2,3,2017/18,Premier League
670,AFC Bournemouth,3-4-1-2,Chelsea,3-4-2-1,0,1,2017/18,Premier League
671,Everton,3-4-2-1,Arsenal,3-4-2-1,2,5,2017/18,Premier League
672,Tottenham Hotspur,3-5-2,Liverpool,4-3-3,4,1,2017/18,Premier League
673,Chelsea,3-4-3,Watford,3-4-3,4,2,2017/18,Premier League
674,Huddersfield Town,4-2-3-1,Manchester United,4-2-3-1,2,1,2017/18,Premier League
675,Manchester City,4-3-3,Burnley,4-4-1-1,3,0,2017/18,Premier League
676,Newcastle United,4-2-3-1,Crystal Palace,4-4-2,1,0,2017/18,Premier League
677,Stoke City,3-4-3,AFC Bournemouth,4-4-1-1,1,2,2017/18,Premier League
678,Swansea City,4-3-3,Leicester City,4-4-1-1,1,2,2017/18,Premier League
679,Southampton,4-1-2-1-2,West Bromwich Albion,4-5-1,1,0,2017/18,Premier League
680,West Ham United,4-2-3-1,Brighton and Hove Albion,4-4-2,0,3,2017/18,Premier League
681,Leicester City,4-4-1-1,West Bromwich Albion,4-3-3,1,1,2017/18,Premier League
682,Brighton and Hove Albion,4-4-2,Everton,4-2-3-1,1,1,2017/18,Premier League
683,Southampton,4-4-2,Newcastle United,4-4-2,2,2,2017/18,Premier League
684,Liverpool,4-3-3,Manchester United,4-2-3-1,0,0,2017/18,Premier League
685,Burnley,4-4-1-1,West Ham United,4-4-2,1,1,2017/18,Premier League
686,Crystal Palace,4-4-2,Chelsea,3-4-3,2,1,2017/18,Premier League
687,Manchester City,4-3-3,Stoke City,4-4-1-1,7,2,2017/18,Premier League
688,Swansea City,4-3-3,Huddersfield Town,4-2-3-1,2,0,2017/18,Premier League
689,Tottenham Hotspur,4-2-3-1,AFC Bournemouth,3-5-1-1,1,0,2017/18,Premier League
690,Watford,3-4-3,Arsenal,3-4-2-1,2,1,2017/18,Premier League
691,Arsenal,3-4-2-1,Brighton and Hove Albion,4-5-1,2,0,2017/18,Premier League
692,Everton,4-2-2-2,Burnley,4-4-1-1,0,1,2017/18,Premier League
693,Newcastle United,4-2-3-1,Liverpool,4-3-3,1,1,2017/18,Premier League
694,Huddersfield Town,4-2-3-1,Tottenham Hotspur,3-4-2-1,0,4,2017/18,Premier League
695,AFC Bournemouth,4-4-1-1,Leicester City,4-4-1-1,0,0,2017/18,Premier League
696,Manchester United,4-2-3-1,Crystal Palace,4-3-3,4,0,2017/18,Premier League
697,Stoke City,3-4-2-1,Southampton,4-2-3-1,2,1,2017/18,Premier League
698,West Bromwich Albion,4-2-3-1,Watford,4-2-3-1,2,2,2017/18,Premier League
699,West Ham United,4-4-2,Swansea City,4-3-1-2,1,0,2017/18,Premier League
700,Chelsea,3-5-1-1,Manchester City,4-3-3,0,1,2017/18,Premier League
701,Arsenal,3-4-2-1,West Bromwich Albion,3-5-2,2,0,2017/18,Premier League
702,Brighton and Hove Albion,4-4-1-1,Newcastle United,4-2-3-1,1,0,2017/18,Premier League
703,West Ham United,3-4-3,Tottenham Hotspur,3-5-1-1,2,3,2017/18,Premier League
704,Burnley,4-5-1,Huddersfield Town,4-2-3-1,0,0,2017/18,Premier League
705,Everton,4-3-3,AFC Bournemouth,4-4-1-1,2,1,2017/18,Premier League
706,Manchester City,4-3-3,Crystal Palace,4-2-3-1,5,0,2017/18,Premier League
707,Southampton,4-2-3-1,Manchester United,4-2-3-1,0,1,2017/18,Premier League
708,Stoke City,3-4-3,Chelsea,3-4-2-1,0,4,2017/18,Premier League
709,Swansea City,3-5-2,Watford,4-2-3-1,1,2,2017/18,Premier League
710,Leicester City,4-4-1-1,Liverpool,4-3-3,2,3,2017/18,Premier League
711,Chelsea,3-4-2-1,Arsenal,3-4-2-1,0,0,2017/18,Premier League
712,Manchester United,4-2-3-1,Everton,3-4-2-1,4,0,2017/18,Premier League
713,Crystal Palace,4-4-1-1,Southampton,4-2-3-1,0,1,2017/18,Premier League
714,Huddersfield Town,4-2-3-1,Leicester City,4-4-1-1,1,1,2017/18,Premier League
715,Liverpool,4-3-3,Burnley,4-4-1-1,1,1,2017/18,Premier League
716,Newcastle United,4-2-3-1,Stoke City,3-4-2-1,2,1,2017/18,Premier League
717,Watford,4-2-3-1,Manchester City,4-3-3,0,6,2017/18,Premier League
718,West Bromwich Albion,4-2-3-1,West Ham United,3-4-3,0,0,2017/18,Premier League
719,Tottenham Hotspur,3-5-1-1,Swansea City,3-5-2,0,0,2017/18,Premier League
720,AFC Bournemouth,4-4-1-1,Brighton and Hove Albion,4-4-1-1,2,1,2017/18,Premier League
721,West Ham United,3-4-3,Huddersfield Town,4-2-3-1,2,0,2017/18,Premier League
722,Burnley,4-4-2,Crystal Palace,4-3-3,1,0,2017/18,Premier League
723,Swansea City,4-3-1-2,Newcastle United,4-2-3-1,0,1,2017/18,Premier League
724,Manchester City,3-1-4-2,Liverpool,4-3-3,5,0,2017/18,Premier League
725,Arsenal,3-4-2-1,AFC Bournemouth,3-5-1-1,3,0,2017/18,Premier League
726,Brighton and Hove Albion,4-4-1-1,West Bromwich Albion,4-1-4-1,3,1,2017/18,Premier League
727,Everton,4-2-3-1,Tottenham Hotspur,3-5-1-1,0,3,2017/18,Premier League
728,Leicester City,4-4-2,Chelsea,3-4-2-1,1,2,2017/18,Premier League
729,Southampton,4-2-3-1,Watford,4-2-3-1,0,2,2017/18,Premier League
730,Stoke City,3-4-2-1,Manchester United,4-3-3,2,2,2017/18,Premier League
731,Chelsea,3-4-2-1,Everton,3-4-2-1,2,0,2017/18,Premier League
732,West Bromwich Albion,4-2-3-1,Stoke City,3-4-2-1,1,1,2017/18,Premier League
733,Liverpool,4-3-3,Arsenal,3-4-2-1,4,0,2017/18,Premier League
734,Tottenham Hotspur,4-2-3-1,Burnley,4-4-1-1,1,1,2017/18,Premier League
735,AFC Bournemouth,5-3-2,Manchester City,4-3-3,1,2,2017/18,Premier League
736,Crystal Palace,3-5-2,Swansea City,3-5-2,0,2,2017/18,Premier League
737,Huddersfield Town,4-2-3-1,Southampton,4-2-3-1,0,0,2017/18,Premier League
738,Newcastle United,4-2-3-1,West Ham United,4-2-3-1,3,0,2017/18,Premier League
739,Watford,4-3-3,Brighton and Hove Albion,4-4-1-1,0,0,2017/18,Premier League
740,Manchester United,4-2-3-1,Leicester City,4-4-1-1,2,0,2017/18,Premier League
741,Manchester City,3-1-4-2,Everton,3-5-2,1,1,2017/18,Premier League
742,Huddersfield Town,4-2-3-1,Newcastle United,4-2-3-1,1,0,2017/18,Premier League
743,Tottenham Hotspur,4-3-2-1,Chelsea,3-5-1-1,1,2,2017/18,Premier League
744,Swansea City,3-1-4-2,Manchester United,4-2-3-1,0,4,2017/18,Premier League
745,AFC Bournemouth,4-4-1-1,Watford,4-3-3,0,2,2017/18,Premier League
746,Burnley,4-4-1-1,West Bromwich Albion,4-1-4-1,0,1,2017/18,Premier League
747,Leicester City,4-4-1-1,Brighton and Hove Albion,4-4-1-1,2,0,2017/18,Premier League
748,Liverpool,4-3-3,Crystal Palace,3-5-2,1,0,2017/18,Premier League
749,Southampton,4-2-3-1,West Ham United,4-2-3-1,3,2,2017/18,Premier League
750,Stoke City,3-4-2-1,Arsenal,3-4-2-1,1,0,2017/18,Premier League
751,Newcastle United,4-2-3-1,Tottenham Hotspur,4-2-3-1,0,2,2017/18,Premier League
752,Manchester United,4-2-3-1,West Ham United,4-2-3-1,4,0,2017/18,Premier League
753,Watford,4-3-3,Liverpool,4-3-3,3,3,2017/18,Premier League
754,Chelsea,3-4-2-1,Burnley,4-4-1-1,2,3,2017/18,Premier League
755,Crystal Palace,3-4-2-1,Huddersfield Town,4-2-3-1,0,3,2017/18,Premier League
756,Everton,3-4-2-1,Stoke City,3-4-2-1,1,0,2017/18,Premier League
757,Southampton,4-2-3-1,Swansea City,4-3-1-2,0,0,2017/18,Premier League
758,West Bromwich Albion,4-1-4-1,AFC Bournemouth,4-4-1-1,1,0,2017/18,Premier League
759,Brighton and Hove Albion,4-4-2,Manchester City,3-1-4-2,0,2,2017/18,Premier League
760,Arsenal,3-4-2-1,Leicester City,4-4-1-1,4,3,2017/18,Premier League
761,Arsenal,3-4-2-1,Everton,4-3-3,3,1,2016/17,Premier League
762,Burnley,4-4-2,West Ham United,3-4-2-1,1,2,2016/17,Premier League
763,Chelsea,3-4-2-1,Sunderland,3-5-1-1,5,1,2016/17,Premier League
764,Hull City,3-4-2-1,Tottenham Hotspur,4-2-3-1,1,7,2016/17,Premier League
765,Leicester City,4-4-2,AFC Bournemouth,4-4-1-1,1,1,2016/17,Premier League
766,Liverpool,4-1-2-1-2,Middlesbrough,4-3-3,3,0,2016/17,Premier League
767,Manchester United,4-3-3,Crystal Palace,4-3-3,2,0,2016/17,Premier League
768,Southampton,4-2-3-1,Stoke City,3-4-2-1,0,1,2016/17,Premier League
769,Swansea City,4-3-3,West Bromwich Albion,3-5-1-1,2,1,2016/17,Premier League
770,Watford,4-2-3-1,Manchester City,4-2-3-1,0,5,2016/17,Premier League
771,Leicester City,4-4-2,Tottenham Hotspur,3-4-2-1,1,6,2016/17,Premier League
772,Southampton,4-3-3,Manchester United,4-2-3-1,0,0,2016/17,Premier League
773,Arsenal,3-4-2-1,Sunderland,3-5-2,2,0,2016/17,Premier League
774,Manchester City,4-1-4-1,West Bromwich Albion,4-1-4-1,3,1,2016/17,Premier League
775,Chelsea,3-4-2-1,Watford,3-5-1-1,4,3,2016/17,Premier League
776,Crystal Palace,4-2-3-1,Hull City,4-4-1-1,4,0,2016/17,Premier League
777,West Ham United,3-4-2-1,Liverpool,4-1-2-1-2,0,4,2016/17,Premier League
778,Tottenham Hotspur,4-2-3-1,Manchester United,4-2-3-1,2,1,2016/17,Premier League
779,Manchester City,4-1-4-1,Leicester City,4-4-2,2,1,2016/17,Premier League
780,AFC Bournemouth,4-4-1-1,Burnley,4-4-2,2,1,2016/17,Premier League
781,Middlesbrough,4-3-3,Southampton,4-3-3,1,2,2016/17,Premier League
782,Sunderland,4-3-3,Swansea City,4-3-1-2,0,2,2016/17,Premier League
783,Stoke City,4-2-3-1,Arsenal,3-4-2-1,1,4,2016/17,Premier League
784,Everton,4-3-3,Watford,3-5-2,1,0,2016/17,Premier League
785,West Bromwich Albion,4-1-4-1,Chelsea,3-4-2-1,0,1,2016/17,Premier League
786,Southampton,4-2-3-1,Arsenal,3-4-2-1,0,2,2016/17,Premier League
787,Chelsea,3-4-2-1,Middlesbrough,4-3-3,3,0,2016/17,Premier League
788,Liverpool,4-3-3,Southampton,4-5-1,0,0,2016/17,Premier League
789,Arsenal,3-4-2-1,Manchester United,4-3-3,2,0,2016/17,Premier League
790,Manchester City,4-1-4-1,Crystal Palace,4-3-3,5,0,2016/17,Premier League
791,AFC Bournemouth,4-2-3-1,Stoke City,4-2-3-1,2,2,2016/17,Premier League
792,Burnley,4-4-2,West Bromwich Albion,4-1-4-1,2,2,2016/17,Premier League
793,Hull City,4-4-2,Sunderland,4-3-3,0,2,2016/17,Premier League
794,Leicester City,4-4-2,Watford,3-5-2,3,0,2016/17,Premier League
795,Swansea City,4-3-1-2,Everton,4-3-3,1,0,2016/17,Premier League
796,West Ham United,3-4-2-1,Tottenham Hotspur,4-2-3-1,1,0,2016/17,Premier League
797,Watford,3-5-2,Liverpool,4-3-3,0,1,2016/17,Premier League
798,Everton,4-2-3-1,Chelsea,3-4-2-1,0,3,2016/17,Premier League
799,Middlesbrough,4-3-3,Manchester City,3-4-1-2,2,2,2016/17,Premier League
800,Tottenham Hotspur,4-2-3-1,Arsenal,3-4-2-1,2,0,2016/17,Premier League
801,Manchester United,4-2-3-1,Swansea City,4-3-1-2,1,1,2016/17,Premier League
802,Southampton,4-2-3-1,Hull City,4-2-3-1,0,0,2016/17,Premier League
803,Stoke City,4-2-3-1,West Ham United,3-4-1-2,0,0,2016/17,Premier League
804,Sunderland,4-1-3-2,AFC Bournemouth,4-4-1-1,0,1,2016/17,Premier League
805,West Bromwich Albion,4-2-3-1,Leicester City,4-4-2,0,1,2016/17,Premier League
806,Crystal Palace,4-3-3,Burnley,4-4-2,0,2,2016/17,Premier League
807,Manchester City,4-2-3-1,Manchester United,4-3-3,0,0,2016/17,Premier League
808,Arsenal,3-4-2-1,Leicester City,4-4-2,1,0,2016/17,Premier League
809,Middlesbrough,4-3-3,Sunderland,4-3-3,1,0,2016/17,Premier League
810,Crystal Palace,4-1-4-1,Tottenham Hotspur,3-4-2-1,0,1,2016/17,Premier League
811,Chelsea,3-4-2-1,Southampton,4-1-4-1,4,2,2016/17,Premier League
812,Burnley,4-4-2,Manchester United,4-3-3,0,2,2016/17,Premier League
813,Liverpool,4-3-3,Crystal Palace,4-1-4-1,1,2,2016/17,Premier League
814,AFC Bournemouth,4-4-1-1,Middlesbrough,5-4-1,4,0,2016/17,Premier League
815,Hull City,4-2-3-1,Watford,4-2-3-1,2,0,2016/17,Premier League
816,Swansea City,4-3-3,Stoke City,4-4-2,2,0,2016/17,Premier League
817,West Ham United,3-4-1-2,Everton,4-3-3,0,0,2016/17,Premier League
818,Middlesbrough,4-3-3,Arsenal,3-4-2-1,1,2,2016/17,Premier League
819,West Bromwich Albion,4-3-3,Liverpool,4-3-3,0,1,2016/17,Premier League
820,Manchester United,3-5-2,Chelsea,3-4-2-1,2,0,2016/17,Premier League
821,Tottenham Hotspur,4-2-3-1,AFC Bournemouth,4-4-1-1,4,0,2016/17,Premier League
822,Crystal Palace,4-2-3-1,Leicester City,4-4-2,2,2,2016/17,Premier League
823,Everton,4-3-3,Burnley,4-4-2,3,1,2016/17,Premier League
824,Stoke City,3-4-2-1,Hull City,4-4-1-1,3,1,2016/17,Premier League
825,Sunderland,4-3-3,West Ham United,4-2-3-1,2,2,2016/17,Premier League
826,Watford,4-3-3,Swansea City,4-3-3,1,0,2016/17,Premier League
827,Southampton,4-2-3-1,Manchester City,4-2-3-1,0,3,2016/17,Premier League
828,Crystal Palace,4-2-3-1,Arsenal,4-2-3-1,3,0,2016/17,Premier League
829,Sunderland,4-1-3-2,Manchester United,4-3-3,0,3,2016/17,Premier League
830,Everton,4-3-3,Leicester City,4-4-2,4,2,2016/17,Premier League
831,Tottenham Hotspur,4-2-3-1,Watford,4-5-1,4,0,2016/17,Premier League
832,Manchester City,4-2-3-1,Hull City,4-4-1-1,3,1,2016/17,Premier League
833,Middlesbrough,3-5-2,Burnley,4-4-2,0,0,2016/17,Premier League
834,Stoke City,4-4-2,Liverpool,3-5-1-1,1,2,2016/17,Premier League
835,West Bromwich Albion,4-2-3-1,Southampton,4-2-3-1,0,1,2016/17,Premier League
836,West Ham United,4-4-1-1,Swansea City,4-3-3,1,0,2016/17,Premier League
837,AFC Bournemouth,4-4-2,Chelsea,3-4-2-1,1,3,2016/17,Premier League
838,Arsenal,4-2-3-1,West Ham United,4-1-4-1,3,0,2016/17,Premier League
839,Chelsea,3-4-2-1,Manchester City,4-2-3-1,2,1,2016/17,Premier League
840,Liverpool,4-3-3,AFC Bournemouth,4-4-1-1,2,2,2016/17,Premier League
841,Hull City,4-4-2,Middlesbrough,4-4-2,4,2,2016/17,Premier League
842,Southampton,4-2-3-1,Crystal Palace,4-2-3-1,3,1,2016/17,Premier League
843,Swansea City,4-3-3,Tottenham Hotspur,4-2-3-1,1,3,2016/17,Premier League
844,Burnley,4-4-2,Stoke City,3-4-2-1,1,0,2016/17,Premier League
845,Leicester City,4-4-2,Sunderland,4-1-3-2,2,0,2016/17,Premier League
846,Watford,4-5-1,West Bromwich Albion,4-3-3,2,0,2016/17,Premier League
847,Manchester United,4-3-3,Everton,4-2-3-1,1,1,2016/17,Premier League
848,Swansea City,4-3-3,Middlesbrough,4-2-3-1,0,0,2016/17,Premier League
849,Arsenal,4-2-3-1,Manchester City,4-2-3-1,2,2,2016/17,Premier League
850,Liverpool,4-3-3,Everton,3-4-2-1,3,1,2016/17,Premier League
851,Burnley,4-4-2,Tottenham Hotspur,3-4-2-1,0,2,2016/17,Premier League
852,Chelsea,3-4-2-1,Crystal Palace,4-2-3-1,1,2,2016/17,Premier League
853,Hull City,3-4-1-2,West Ham United,4-2-3-1,2,1,2016/17,Premier League
854,Leicester City,4-4-1-1,Stoke City,4-4-2,2,0,2016/17,Premier League
855,Manchester United,4-2-3-1,West Bromwich Albion,4-5-1,0,0,2016/17,Premier League
856,Watford,4-5-1,Sunderland,4-2-3-1,1,0,2016/17,Premier League
857,Southampton,4-2-3-1,AFC Bournemouth,4-4-2,0,0,2016/17,Premier League
858,Middlesbrough,4-3-3,Manchester United,4-2-3-1,1,3,2016/17,Premier League
859,Tottenham Hotspur,3-4-2-1,Southampton,4-2-3-1,2,1,2016/17,Premier League
860,Manchester City,4-1-4-1,Liverpool,4-3-3,1,1,2016/17,Premier League
861,West Bromwich Albion,4-5-1,Arsenal,4-2-3-1,3,1,2016/17,Premier League
862,Crystal Palace,4-2-3-1,Watford,4-5-1,1,0,2016/17,Premier League
863,Everton,4-1-4-1,Hull City,5-4-1,4,0,2016/17,Premier League
864,Stoke City,4-4-2,Chelsea,3-4-3,1,2,2016/17,Premier League
865,Sunderland,4-3-3,Burnley,4-4-2,0,0,2016/17,Premier League
866,West Ham United,4-2-3-1,Leicester City,4-4-2,2,3,2016/17,Premier League
867,AFC Bournemouth,4-4-2,Swansea City,4-1-4-1,2,0,2016/17,Premier League
868,Liverpool,4-3-3,Burnley,4-4-2,2,1,2016/17,Premier League
869,AFC Bournemouth,4-2-3-1,West Ham United,4-4-1-1,3,2,2016/17,Premier League
870,Everton,4-2-3-1,West Bromwich Albion,4-3-3,3,0,2016/17,Premier League
871,Hull City,4-1-4-1,Swansea City,4-3-3,2,1,2016/17,Premier League
872,Manchester City,4-1-4-1,Stoke City,4-4-2,0,0,2016/17,Premier League
873,West Ham United,4-3-3,Chelsea,3-4-3,1,2,2016/17,Premier League
874,Tottenham Hotspur,3-4-2-1,Everton,4-3-2-1,3,2,2016/17,Premier League
875,Sunderland,4-5-1,Manchester City,4-3-3,0,2,2016/17,Premier League
876,Leicester City,4-2-3-1,Hull City,4-1-4-1,3,1,2016/17,Premier League
877,Stoke City,4-2-3-1,Middlesbrough,4-3-3,2,0,2016/17,Premier League
878,Swansea City,4-3-3,Burnley,4-4-2,3,2,2016/17,Premier League
879,Watford,4-4-2,Southampton,4-2-3-1,3,4,2016/17,Premier League
880,Liverpool,4-3-3,Arsenal,4-2-3-1,3,1,2016/17,Premier League
881,Manchester United,4-2-3-1,AFC Bournemouth,4-2-3-1,1,1,2016/17,Premier League
882,West Bromwich Albion,4-1-4-1,Crystal Palace,4-2-3-1,0,2,2016/17,Premier League
883,Leicester City,4-4-2,Liverpool,4-3-3,3,1,2016/17,Premier League
884,Tottenham Hotspur,3-4-2-1,Stoke City,4-2-3-1,4,0,2016/17,Premier League
885,Chelsea,3-4-3,Swansea City,4-3-3,3,1,2016/17,Premier League
886,Crystal Palace,4-1-4-1,Middlesbrough,5-3-2,1,0,2016/17,Premier League
887,Everton,4-3-3,Sunderland,4-5-1,2,0,2016/17,Premier League
888,Hull City,4-2-3-1,Burnley,4-4-2,1,1,2016/17,Premier League
889,West Bromwich Albion,4-1-4-1,AFC Bournemouth,4-2-3-1,2,1,2016/17,Premier League
890,Watford,4-3-3,West Ham United,4-2-3-1,1,1,2016/17,Premier League
891,AFC Bournemouth,4-1-4-1,Manchester City,4-3-3,0,2,2016/17,Premier League
892,Burnley,4-4-2,Chelsea,3-4-3,1,1,2016/17,Premier League
893,Swansea City,4-3-3,Leicester City,4-4-2,2,0,2016/17,Premier League
894,Arsenal,4-2-3-1,Hull City,4-1-4-1,2,0,2016/17,Premier League
895,Manchester United,4-2-3-1,Watford,3-4-2-1,2,0,2016/17,Premier League
896,Middlesbrough,4-3-3,Everton,4-3-3,0,0,2016/17,Premier League
897,Stoke City,4-2-3-1,Crystal Palace,4-2-3-1,1,0,2016/17,Premier League
898,Sunderland,3-5-1-1,Southampton,4-2-3-1,0,4,2016/17,Premier League
899,West Ham United,4-2-3-1,West Bromwich Albion,4-2-3-1,2,2,2016/17,Premier League
900,Liverpool,4-3-3,Tottenham Hotspur,4-2-3-1,2,0,2016/17,Premier League
901,Manchester City,4-3-3,Swansea City,4-3-3,2,1,2016/17,Premier League
902,Leicester City,4-2-3-1,Manchester United,4-4-2,0,3,2016/17,Premier League
903,Chelsea,3-4-3,Arsenal,4-2-3-1,3,1,2016/17,Premier League
904,Crystal Palace,3-4-3,Sunderland,3-5-1-1,0,4,2016/17,Premier League
905,Everton,4-3-3,AFC Bournemouth,3-5-1-1,6,3,2016/17,Premier League
906,Hull City,4-2-3-1,Liverpool,4-3-3,2,0,2016/17,Premier League
907,Southampton,4-3-3,West Ham United,4-4-2,1,3,2016/17,Premier League
908,Watford,4-3-3,Burnley,4-4-2,2,1,2016/17,Premier League
909,West Bromwich Albion,4-2-3-1,Stoke City,4-2-3-1,1,0,2016/17,Premier League
910,Tottenham Hotspur,4-2-3-1,Middlesbrough,4-3-3,1,0,2016/17,Premier League
911,West Ham United,4-2-3-1,Manchester City,4-1-4-1,0,4,2016/17,Premier League
912,Manchester United,4-3-3,Hull City,4-1-4-1,0,0,2016/17,Premier League
913,Stoke City,4-2-3-1,Everton,3-5-2,1,1,2016/17,Premier League
914,AFC Bournemouth,4-2-3-1,Crystal Palace,3-4-3,0,2,2016/17,Premier League
915,Arsenal,4-2-3-1,Watford,4-5-1,1,2,2016/17,Premier League
916,Burnley,4-4-2,Leicester City,4-4-2,1,0,2016/17,Premier League
917,Middlesbrough,4-3-3,West Bromwich Albion,4-2-3-1,1,1,2016/17,Premier League
918,Sunderland,3-5-2,Tottenham Hotspur,4-2-3-1,0,0,2016/17,Premier League
919,Swansea City,4-3-3,Southampton,4-3-3,2,1,2016/17,Premier League
920,Liverpool,4-3-3,Chelsea,3-4-3,1,1,2016/17,Premier League
921,Southampton,4-3-3,Leicester City,4-1-2-1-2,3,0,2016/17,Premier League
922,Arsenal,4-2-3-1,Burnley,4-4-2,2,1,2016/17,Premier League
923,Chelsea,3-4-3,Hull City,3-4-2-1,2,0,2016/17,Premier League
924,Liverpool,4-3-3,Swansea City,4-3-3,2,3,2016/17,Premier League
925,AFC Bournemouth,4-2-3-1,Watford,3-4-1-2,2,2,2016/17,Premier League
926,Crystal Palace,3-4-1-2,Everton,3-5-2,0,1,2016/17,Premier League
927,Middlesbrough,4-3-3,West Ham United,4-4-2,1,3,2016/17,Premier League
928,Stoke City,4-2-3-1,Manchester United,4-3-3,1,1,2016/17,Premier League
929,West Bromwich Albion,4-2-3-1,Sunderland,3-4-2-1,2,0,2016/17,Premier League
930,Manchester City,4-1-4-1,Tottenham Hotspur,3-4-2-1,2,2,2016/17,Premier League
931,Everton,3-5-2,Manchester City,4-1-2-1-2,4,0,2016/17,Premier League
932,Manchester United,4-3-3,Liverpool,4-3-3,1,1,2016/17,Premier League
933,Tottenham Hotspur,3-4-2-1,West Bromwich Albion,4-2-3-1,4,0,2016/17,Premier League
934,Burnley,4-4-2,Southampton,4-3-3,1,0,2016/17,Premier League
935,Hull City,3-5-2,AFC Bournemouth,4-2-3-1,3,1,2016/17,Premier League
936,Sunderland,4-2-3-1,Stoke City,4-2-3-1,1,3,2016/17,Premier League
937,Swansea City,4-2-3-1,Arsenal,4-2-3-1,0,4,2016/17,Premier League
938,Watford,3-4-1-2,Middlesbrough,3-1-4-2,0,0,2016/17,Premier League
939,West Ham United,3-4-2-1,Crystal Palace,4-2-3-1,3,0,2016/17,Premier League
940,Leicester City,3-5-2,Chelsea,3-4-3,0,3,2016/17,Premier League
941,Tottenham Hotspur,3-4-2-1,Chelsea,3-4-3,2,0,2016/17,Premier League
942,AFC Bournemouth,4-2-3-1,Arsenal,4-2-3-1,3,3,2016/17,Premier League
943,Crystal Palace,4-2-3-1,Swansea City,4-3-3,1,2,2016/17,Premier League
944,Stoke City,3-4-3,Watford,3-5-1-1,2,0,2016/17,Premier League
945,Middlesbrough,4-3-3,Leicester City,4-1-2-1-2,0,0,2016/17,Premier League
946,Everton,4-2-3-1,Southampton,4-3-3,3,0,2016/17,Premier League
947,Manchester City,4-2-3-1,Burnley,4-4-2,2,1,2016/17,Premier League
948,Sunderland,4-4-1-1,Liverpool,4-3-3,2,2,2016/17,Premier League
949,West Bromwich Albion,4-2-3-1,Hull City,3-4-1-2,3,1,2016/17,Premier League
